id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12210228,Residency Boutique Suites - Kingroom,2693243,John,,Downtown,49.28622,-123.119,Entire home/apt,183,1,31,2019-01-21,0.99,4,2
12211949,Modern loft Downtown Vancouver,65683668,Megan,,Downtown,49.27858,-123.12091,Entire home/apt,146,3,30,2021-04-21,0.46,1,19
12213507,"LUXURY PENTHOUSE THE CARLYLE, ALBERNI",4292086,Anne,,West End,49.28256,-123.12658,Entire home/apt,279,30,30,2021-06-30,0.47,16,280
12245225,Beach Side 30 days +,4484250,Karen,,Kitsilano,49.27235,-123.16137,Entire home/apt,139,30,50,2017-12-23,0.81,6,93
12304783,MODERN COACH HOUSE WITH COURTYARD | NEAR DOWNTOWN,66346226,Marina,,Hastings-Sunrise,49.27648,-123.04172,Entire home/apt,147,2,95,2021-08-03,2.79,1,88
12321367,Industrial Loft with Mountain Views,9734530,Felix,,Downtown Eastside,49.28295,-123.10105,Entire home/apt,150,30,16,2017-09-06,0.29,1,0
12336968,City Cottage - 6BR/4BA >2500 Sqft Family friendly,20336707,Ellen & Juan,,Kensington-Cedar Cottage,49.25291,-123.08406,Entire home/apt,1500,5,49,2019-08-18,1.00,1,30
12345888,Arty Apt with Private Patio in 110 yr-old bldg,30064922,Emily,,Fairview,49.26448,-123.12735,Entire home/apt,174,2,83,2019-09-02,1.71,2,0
12365462,D50 1 BR Lofty Living on The Drive,30899,Rami,,Grandview-Woodland,49.26403,-123.06873,Entire home/apt,90,180,0,,,41,235
12391067,E1 - Chic Downtown Condominium near Robson Street Boutiques,21783759,Viviena,,Downtown,49.28252,-123.12331,Entire home/apt,115,30,24,2019-05-18,0.41,7,335
12423800,Georgian Colonial near UBC,67199819,Beryl,,Dunbar Southlands,49.24887,-123.18715,Entire home/apt,400,5,76,2019-07-24,1.36,1,105
12449836,Big Bright Room in Kitsilano,67357296,Zara,,Kitsilano,49.26945,-123.15291,Private room,99,1,13,2019-09-29,0.55,1,0
12455740,Fully Furnished One Bedroom Downtown  Vancouver,67281223,Karim,,Downtown,49.28528,-123.11284,Entire home/apt,109,90,3,2019-07-31,0.07,3,341
12511561,Studio Loft near Granville Island,14855120,Jim,,Fairview,49.26567,-123.13877,Entire home/apt,89,30,4,2016-09-01,0.06,1,0
12522460,"Room in 110-yr old bldg: arty, spacious, central!",30064922,Emily,,Fairview,49.26274,-123.12739,Private room,80,80,44,2020-08-14,1.51,2,0
12522873,Modern Gastown Loft,11590288,Shannon,,Downtown Eastside,49.28188,-123.10724,Entire home/apt,185,2,9,2018-08-27,0.14,1,0
12542874,Mount Pleasant- stunning family home,22096754,Evie,,Mount Pleasant,49.25859,-123.07775,Entire home/apt,275,5,25,2019-05-20,0.40,2,38
12561099,Stunning Downtown Condo,3092935,Brad,,Downtown,49.28043,-123.12521,Entire home/apt,119,30,44,2021-04-14,0.93,11,129
12561247,"Beautiful,bright space,fab location,chic style",726292,Dilesh,,Fairview,49.26727,-123.14131,Private room,141,2,149,2020-02-21,2.44,1,347
12603779,Bright Spacious Kitsilano Apartment,68401435,Shaun,,Kitsilano,49.26367,-123.15108,Entire home/apt,120,180,11,2016-09-05,0.18,1,123
12604369,Chloe’s Garden Suite- Air Conditioned! Renovated!,12590876,Erin,,Riley Park,49.25394,-123.10394,Entire home/apt,182,1,268,2020-03-04,4.49,1,123
12606189,Cozy Quiet DT Vancouver Studio w/ weekly Laundry,56384031,Maddi,,Downtown,49.27936,-123.12572,Entire home/apt,104,30,34,2019-06-05,0.71,5,271
12608756,Bright & Cozy Studio,29575891,Sina,,West End,49.29025,-123.13413,Entire home/apt,65,27,85,2019-04-26,1.38,1,0
12611121,"spacious, funky, 3 bdrm., well located",2452257,Harvey,,Marpole,49.2153,-123.14121,Entire home/apt,260,3,60,2019-08-06,1.27,1,336
12634353,Heritage House - Garden Level 2 Bdrm Suite,15359189,Alex,,Kensington-Cedar Cottage,49.24835,-123.08046,Entire home/apt,120,2,14,2016-07-17,0.23,4,1
12736445,Heart of Kits,14038126,Meg,,Kitsilano,49.2673,-123.15818,Entire home/apt,225,7,116,2020-07-21,1.82,1,0
12754577,Beautiful 1br Garden Suite in East Vancouver,23172543,Isabelle,,Grandview-Woodland,49.27393,-123.06639,Entire home/apt,100,30,0,,,1,0
12762068,Bright room - Main Street,24738659,Katrina,,Riley Park,49.2399,-123.10196,Private room,35,32,7,2020-04-02,0.37,4,230
12791718,Nearby marine drive sky train house,69649817,Nancy,,Marpole,49.21658,-123.10693,Entire home/apt,101,2,53,2019-01-21,0.84,1,0
12793683,Spacious Downtown Studio + Parking,29715642,Nat,,Downtown,49.27862,-123.11938,Entire home/apt,110,31,26,2020-01-25,0.41,1,288
12796863,"Corner Unit, Skyline View of Downtown Vancouver",12035041,Jay,,Downtown,49.27508,-123.11821,Entire home/apt,188,31,20,2016-09-19,0.33,1,342
12798674,One bedroom suite,30942340,Wendy,,South Cambie,49.25348,-123.12639,Entire home/apt,180,3,78,2019-07-23,1.26,1,138
12815958,1 Bedroom Apartment with Open View Sleeps 2-4,69754890,Aleix,,Marpole,49.21037,-123.11773,Entire home/apt,93,30,72,2018-09-07,1.55,2,136
12829633,Natural Light Main St. - 1 bedroom,24738659,Katrina,,Riley Park,49.24054,-123.1026,Private room,35,30,8,2019-10-28,0.13,4,223
12853613,Gastown Heritage Penthouse & Private Roof Deck,70229779,Alexander,,Downtown Eastside,49.28374,-123.10238,Entire home/apt,399,2,176,2020-02-21,3.64,1,219
12952602,House in the Heart of Main Street!,1925819,Bruce,,Riley Park,49.24931,-123.09618,Entire home/apt,209,4,14,2018-08-26,0.23,1,0
12952787,Bright sub-penthouse near beach - long term rental,32737080,Daragh And Ida,,West End,49.28131,-123.13669,Entire home/apt,78,180,1,2016-07-27,0.02,1,73
12971136,D20- Beautiful 1 bedroom suite,30899,Rami,,Downtown,49.27538,-123.1273,Entire home/apt,88,30,4,2019-05-15,0.07,41,302
13000591,Cozy one bedroom suite,19475867,Yang,,Marpole,49.21434,-123.13249,Private room,79,3,24,2020-01-02,0.65,1,327
13007169,"Modern 2 Bdrm+2 Bath+Den+1 Parking, Yaletown, View",18057782,Osvaldo,,Downtown,49.27488,-123.11524,Entire home/apt,125,30,4,2019-01-17,0.13,1,0
13021044,Steps to Granville Island,17227296,Dave,,Fairview,49.27011,-123.14099,Entire home/apt,110,30,0,,,1,0
13035303,Beautiful new townhouse room in artistic district,72061037,Keela,,Kensington-Cedar Cottage,49.26098,-123.07341,Private room,38,3,41,2018-10-28,1.12,1,0
13062709,D15- 2 BR downtown luxury suite,30899,Rami,,Downtown,49.27654,-123.12541,Entire home/apt,234,30,0,,,41,278
13065799,"Cozy, well-lit private studio (30 day min)",30241578,Lars,,West End,49.28125,-123.12762,Entire home/apt,120,30,16,2017-10-12,0.26,1,0
13093588,Savor Breathtaking Views of Downtown,23977001,Emma,,Downtown,49.27754,-123.12414,Entire home/apt,145,30,20,2021-02-28,0.35,12,263
13095062,Beautiful 3 BDRM Newly Reno'd Home Cambie Area,29412479,Suzanne,,Riley Park,49.25061,-123.11302,Entire home/apt,216,30,10,2021-04-17,0.16,8,310
13111653,"Historic Neighborhood: Bright Apt, Beautiful View",72693452,Alexis,,Downtown,49.27894,-123.10754,Entire home/apt,200,30,27,2018-09-03,0.57,1,0
13167163,"Luxe Heritage Gastown Loft, Thoroughly Renovated",295810,Lawrence,,Downtown Eastside,49.28173,-123.10797,Entire home/apt,119,2,61,2018-09-03,1.39,1,0
13171112,Spacious 1BR Minutes from the Beach,73601498,Andrew,,West End,49.28077,-123.13665,Entire home/apt,128,2,19,2017-08-20,0.31,1,212
13205734,"The Green House - Please, no quarantine bookings!",1628349,Maria,,Renfrew-Collingwood,49.25977,-123.05534,Entire home/apt,84,2,176,2020-11-15,3.50,1,211
13208731,❤Beautiful Studio Suite by VGH and Downtown,23123490,Ducharme,,Mount Pleasant,49.2585,-123.10986,Entire home/apt,95,30,31,2016-07-13,0.64,1,295
13219781,"**room #1**is available (Vancouver, BC)",65757581,Ys,,Riley Park,49.25275,-123.09144,Private room,37,2,86,2019-12-20,1.73,3,328
13274735,Suite garden patio on The Drive,74384371,Mieke,,Grandview-Woodland,49.26493,-123.06927,Entire home/apt,179,1,235,2020-11-16,3.84,1,138
13284025,Big and Bright and Beautiful -1 Bdrm off Main St,72574567,Tamara,,Sunset,49.23124,-123.09689,Entire home/apt,99,1,112,2019-10-18,1.91,1,65
13297246,Downtown Vancouver - Robson Studio for 2,317618,Edgar,,Downtown,49.27927,-123.1165,Entire home/apt,225,1,4,2017-05-29,0.06,9,0
13308004,East Vancouver studio suite in cute home,31435230,Vira,,Kensington-Cedar Cottage,49.25573,-123.08344,Entire home/apt,150,3,38,2019-08-18,1.04,1,0
13317612,Hip and cool apartment in downtown Vancouver,34929605,Pierre,,Downtown,49.27781,-123.12976,Entire home/apt,200,2,161,2020-03-03,3.75,1,1
13346084,Kerrisdale Craftsman,75625891,Kamala,,Arbutus Ridge,49.24255,-123.15148,Entire home/apt,440,7,2,2016-07-12,0.05,1,0
13350002,"Main St, Private 2 BR, skytrain: King Ed downtown",69139395,Lisa Matt,,Riley Park,49.24975,-123.10195,Entire home/apt,187,3,73,2019-12-15,1.47,2,30
13358432,Private Bachelor Suite for 1p w/ Sundeck,34594484,Michelle,,Renfrew-Collingwood,49.25456,-123.03492,Entire home/apt,45,30,27,2018-06-22,0.44,3,117
13360139,A private room in the Heart of Downtown,50528923,Ab,,West End,49.28874,-123.13165,Private room,80,6,37,2020-12-21,2.13,1,2
13361855,Room in the Tree Tops,412802,Anne,,Arbutus Ridge,49.24775,-123.16692,Private room,85,1,250,2019-10-24,4.17,2,220
13396760,Comfortable Family home at the centre of it all!,65268234,Sherry,,Riley Park,49.2505,-123.10522,Entire home/apt,199,3,1,2019-07-27,0.04,3,0
13416108,Large & Bright Gastown Luxury Loft w/20ft ceilings,16750396,Eddie And Marv,,Downtown Eastside,49.28259,-123.10313,Entire home/apt,293,2,240,2021-07-19,4.98,4,328
13419885,"2 BR 3 BD Great location, close to bus stops",16641764,Fiona,,Dunbar Southlands,49.2551,-123.18658,Private room,260,1,183,2020-02-02,3.05,1,160
13429166,(ROOM2)  Private Room with Separate Entrance,65757581,Ys,,Shaughnessy,49.24258,-123.13438,Private room,57,1,198,2020-12-15,3.28,3,0
13429931,(ROOM1)  Private Room with Separate Entrance,65757581,Ys,,Shaughnessy,49.24281,-123.13318,Private room,55,1,144,2020-01-29,2.87,3,334
13433673,Bedroom in a great apartment close to Seawall,6005855,Peter,,Downtown Eastside,49.27493,-123.09964,Private room,80,2,60,2020-02-11,1.59,2,0
13452560,Bright One Bedroom Vancouver Apartment,16636703,James Dylan,,Mount Pleasant,49.26158,-123.08473,Entire home/apt,63,4,33,2019-12-29,0.53,1,0
13456176,Rustic Suite near Commercial Drive in Vancouver,33006954,Robin,,Grandview-Woodland,49.26952,-123.06592,Entire home/apt,150,2,90,2019-07-06,2.39,1,0
13464468,3BDR Luxury Heritage Home- heart of Kitsilano,64488310,Amanda,,Kitsilano,49.26029,-123.16521,Entire home/apt,900,30,27,2017-08-04,0.46,5,227
13525164,Elegance plus Location; Steps to Downtown Van,3593825,Noreen,,West End,49.28235,-123.13587,Entire home/apt,99,30,126,2020-10-17,2.55,1,215
13607124,Vancouver Family Suite for Six,40246737,Grace,,Killarney,49.2203,-123.03021,Entire home/apt,80,1,97,2020-02-23,1.59,2,0
13607164,Large garden suite very close to Commercial Drive,1743089,Darren,,Kensington-Cedar Cottage,49.25814,-123.07511,Entire home/apt,110,30,52,2020-02-01,1.07,4,106
13617271,East Van whole house rental,5553514,Owen & Roberta,,Grandview-Woodland,49.27562,-123.06066,Entire home/apt,84,100,12,2016-10-01,0.21,1,0
13619735,Downtown 1 Bdr.+Parking+Gym/Pool,66273429,K,,Downtown,49.27995,-123.10903,Entire home/apt,192,2,381,2020-11-22,6.27,1,0
13620049,Stunning Modern Loft with Mountain Waterfront View,1172047,Trevor,,Downtown Eastside,49.28378,-123.10877,Entire home/apt,350,120,5,2018-07-21,0.10,2,220
13621955,"Stunning, Modern, Spacious home in Vancouver.",77270999,Carla,,West Point Grey,49.27216,-123.20664,Entire home/apt,565,30,2,2021-01-05,2,1,330
13634288,New Renfrew-Collingwood suite: 20 mins to downtown,4140021,Donna,,Renfrew-Collingwood,49.24386,-123.03948,Entire home/apt,62,30,47,2019-04-28,0.96,1,99
13643954,Luxury Fairview Slopes 4 Bed Penthouse,4292086,Anne,,Fairview,49.26597,-123.11689,Entire home/apt,339,30,61,2021-02-02,1.04,16,251
13657718,"Cozy, bright bedroom in large lovely home",74377134,Stephanie,,Kitsilano,49.26616,-123.18065,Private room,97,1,76,2019-07-23,1.26,1,279
13659871,Beautiful Bright Kitsilano Home,46229706,Karen,,Kitsilano,49.26077,-123.18099,Entire home/apt,650,3,6,2017-08-21,0.10,1,0
13669298,Downtown Vancouver Penthouse Private Room 3003,74865763,Breanne,,Downtown,49.28822,-123.12449,Private room,257,1,196,2021-06-26,3.22,6,170
13673539,Suite Sky train  Downtown CovidPrtcl Commercial Dr,79403774,Aihua,,Kensington-Cedar Cottage,49.25976,-123.06033,Entire home/apt,136,1,89,2021-03-02,5.18,3,304
13684395,1 BR Private Suite with Kitchen and Laundry,7284653,Soheila,,Hastings-Sunrise,49.27669,-123.05378,Entire home/apt,89,1,13,2020-07-01,0.49,1,55
13701691,Charming garden level studio. Completely private.,20664187,Robert & Hien,,Kensington-Cedar Cottage,49.24032,-123.06304,Entire home/apt,67,1,343,2020-09-19,5.53,1,296
13766869,❤️ SUPER CENTRAL DOWNTOWN VANCOUVER in YALETOWN ❤️,9809769,West Coast Rental,,Downtown,49.27975,-123.11984,Entire home/apt,100,30,55,2020-12-21,0.96,1,270
13767831,Perfect 2bdrm home in Kits,1128321,Sirish,,Kitsilano,49.26686,-123.14629,Entire home/apt,175,30,2,2020-01-27,0.04,1,288
13784356,Amazing 1BR Heart of Downtown Yaletown VancouverBC,80571916,Alya,,Downtown,49.27765,-123.13088,Entire home/apt,119,30,56,2018-01-08,0.92,3,171
13800057,New Listing Luxury Yaletown Waterfront Home,81147218,Alex,,Downtown,49.27181,-123.12486,Entire home/apt,400,30,16,2017-08-11,0.33,2,238
13817015,Cozy Room in new Condo @ Olympic Village,81380309,Jacqueline,,Mount Pleasant,49.26894,-123.10337,Private room,77,30,12,2018-03-01,0.19,1,0
13829747,Best Vancouver Location,81543148,Cecilia,,Mount Pleasant,49.2611,-123.11037,Entire home/apt,150,2,230,2020-11-01,3.76,2,131
13831080,LH1 - Sleek Downtown Condo with a Balcony,21783759,Viviena,,Downtown,49.27971,-123.11618,Entire home/apt,145,30,10,2020-07-31,0.24,7,308
13843432,Hidden Bohemia on the Drive,8862950,Lee,,Grandview-Woodland,49.26566,-123.07181,Private room,80,2,194,2020-02-14,3.52,1,0
13858633,"Bright and spacious 2 bdrm, 2 bath great location",2113136,Kinuyo,,Downtown,49.27968,-123.1088,Entire home/apt,350,3,10,2019-12-28,0.18,1,0
13913494,Townhouse Downtown Vancouver with rooftop patio,56384031,Maddi,,Downtown,49.28041,-123.12494,Entire home/apt,245,30,15,2021-01-14,0.25,5,302
13992194,"Cute, cozy 2 Bedroom Garden Suite",75253469,Karla,,Grandview-Woodland,49.27866,-123.07252,Entire home/apt,115,29,52,2018-05-31,0.92,1,0
13996470,Stay in the heart of Kitsilano,20785932,Monique,,Kitsilano,49.26415,-123.15793,Private room,69,2,31,2017-09-03,0.65,1,0
13998682,Awesome Apartment Downtown (Monthly Discount),15589948,Humam,,West End,49.27823,-123.13062,Entire home/apt,168,31,65,2021-03-07,1.09,2,313
13999349,Luxury Coal Harbour 2 bed 2 bath w/ Stunning Views,83636297,Rahim,,Downtown,49.28801,-123.12491,Entire home/apt,200,30,9,2021-07-27,0.15,1,311
13999471,BRAND-New Beautiful 2 Br/1.5 Ba Coach House,40237565,Joshua,,Renfrew-Collingwood,49.24141,-123.03011,Entire home/apt,136,2,103,2019-09-02,1.87,1,0
14014285,Private 2 Bdrm Suite Near Hospitals and Downtown,83812330,Brenda,,South Cambie,49.25432,-123.12369,Entire home/apt,200,3,67,2019-08-04,1.09,2,35
14015552,Central Downtown Condo,3092935,Brad,,Downtown,49.2814,-123.12431,Entire home/apt,120,30,23,2018-07-30,0.40,11,278
14027258,2 Br Ground Level Suite - 95 Walk Score!,69694987,Leena,,Mount Pleasant,49.25693,-123.11179,Entire home/apt,110,30,1,2017-02-23,0.02,1,3
14028670,"VGH Luxury, Bright & Central 1 BR Executive Apt",6117410,Pamela,,Fairview,49.25898,-123.11866,Entire home/apt,140,90,25,2016-08-21,0.52,3,362
14029073,Yvette's place 2,13480596,Yvette,,Hastings-Sunrise,49.28953,-123.04178,Private room,100,1,61,2020-02-16,1.00,3,341
14061704,Olden Room in Vancouver Traveller Bed & Breakfast,32025862,Vancouver Traveller B&B,,Arbutus Ridge,49.25448,-123.15384,Hotel room,223,3,6,2019-08-19,0.12,2,265
14074129,Spacious Basement Mini-Suite in Dunbar near U.B.C.,51334828,Colin,,Dunbar Southlands,49.25716,-123.18978,Entire home/apt,75,3,37,2019-07-29,0.63,1,23
14074932,Cozy 1 Bedroom unit with Open View sleeps 2 - 4,69754890,Aleix,,Marpole,49.21343,-123.11357,Entire home/apt,83,30,44,2018-07-27,0.79,2,151
14077912,"Garden suite, beside forest, near UBC and beach.",84608877,Alexia,,Dunbar Southlands,49.25618,-123.19529,Entire home/apt,200,2,64,2021-07-21,1.36,2,324
14090993,Spacious house at Vancouver. Great location!,84765540,Dara,,Dunbar Southlands,49.24045,-123.18864,Entire home/apt,283,180,8,2016-12-25,0.13,1,358
14106936,Central Heritage Luxury,79376466,Dave,,Kensington-Cedar Cottage,49.26049,-123.07481,Entire home/apt,120,90,1,2016-09-24,0.02,1,0
14107152,Fun Old School Private  Apartment,84953548,Marika,,Kensington-Cedar Cottage,49.23372,-123.07703,Entire home/apt,119,1,87,2021-03-27,1.80,1,338
14112422,Modern Yaletown 700 sq. ft. studio,63676271,Katie,,Downtown,49.27791,-123.12252,Entire home/apt,100,5,96,2021-04-11,1.97,1,4
14112559,Amazing view from a private room,9341671,Rossina,,Downtown,49.28353,-123.11524,Private room,90,30,4,2016-09-29,0.07,2,0
14127036,Beauti-Van！,47138587,Kathy,,Sunset,49.21684,-123.07936,Entire home/apt,186,300,18,2020-01-03,0.30,1,364
14168267,Commercial Drive Hideaway ( parking/ train/ patio),15944070,Jean And Charlene,,Grandview-Woodland,49.26694,-123.06672,Entire home/apt,233,5,155,2021-05-01,3.05,1,117
14177739,Family Friendly House in Central Vancouver,85864416,Jana,,Kensington-Cedar Cottage,49.24524,-123.07961,Entire home/apt,278,3,21,2019-07-26,0.87,1,330
14202073,Hip Commercial Drive Tropical Heritage House,12487698,Chad,,Grandview-Woodland,49.27238,-123.06842,Entire home/apt,245,2,9,2019-06-30,0.15,2,0
14203231,Garden Level Studio Suite in Vancouver South,86186101,Brian,,Sunset,49.21165,-123.10114,Entire home/apt,51,1,178,2020-03-02,3.14,1,0
14207564,Private Bedroom in Yaletown with Ocean View,20626260,Erica,,Downtown,49.27526,-123.12896,Private room,69,30,7,2017-07-07,0.12,2,244
14216608,Entire Condo @ the heart of Downtown Vancouver,86344341,Ebru,,Downtown,49.27683,-123.11942,Entire home/apt,110,90,5,2017-02-24,0.08,1,100
14222707,Delbert: the Author and his Oasis World Masks,85899719,Delbert,,Sunset,49.21769,-123.09191,Private room,211,1,6,2018-08-16,0.10,1,363
14223325,Yaletown Skyline Studio,50162426,Ana,,Downtown,49.27804,-123.12265,Entire home/apt,70,30,201,2018-08-25,3.96,1,130
14237741,East Village Haven,3144187,Sara,,Grandview-Woodland,49.28054,-123.06184,Entire home/apt,95,2,73,2019-09-17,1.21,1,96
14247519,Penthouse Unit in Historic Chinatown,86614448,Ann,,Downtown Eastside,49.28043,-123.10105,Entire home/apt,172,3,102,2020-01-03,1.72,1,4
14248978,"Charming Guest-house, close to Downtown",78932005,Joy,,Downtown Eastside,49.27904,-123.09246,Entire home/apt,142,7,204,2021-05-09,4.06,1,57
14266530,"Beautiful comfy, private garden suite.",86942788,Colleen,,Sunset,49.22624,-123.1027,Entire home/apt,169,2,74,2019-09-02,1.48,1,0
14296335,Covid CleanPrtcl SkyTrain Downtown Commercial Dr,79403774,Aihua,,Kensington-Cedar Cottage,49.26196,-123.05811,Private room,66,1,203,2021-02-01,3.42,3,79
14320418,"Cozy Private suite w/ Kitchen, Convenient Location",203081758,Angie,,Killarney,49.23108,-123.02945,Entire home/apt,45,1,105,2020-01-02,2.16,1,0
14341031,One Bedroom Townhouse in Chinatown,87829724,Spencer,,Downtown,49.27539,-123.10009,Entire home/apt,150,4,38,2019-05-09,0.72,1,0
14344440,Superb Location! Great Value!!  Hospitable Host!!,15840009,Shanky,,Kensington-Cedar Cottage,49.25031,-123.07507,Private room,69,2,83,2020-03-09,2.37,2,37
14377109,DTcenter/GreatView/FreeParking/Pool/Gym/AC/30Day+,88244615,Kangjian,,Downtown,49.2796,-123.1164,Entire home/apt,111,30,21,2020-12-22,0.35,1,334
14387015,Charming 2 Bedroom Near The Drive,88362449,Lucy,,Grandview-Woodland,49.27191,-123.06225,Entire home/apt,175,1,261,2020-08-30,4.67,2,0
14406551,"Light filled 2 Bed w/ Mountain, Water & City Views",20025961,Lesley & Adam,,Downtown,49.2786,-123.10777,Entire home/apt,400,7,44,2019-08-06,0.86,1,126
14419998,Thomas Crawford House,9575419,Elana & Claudio,,Downtown Eastside,49.27729,-123.08774,Entire home/apt,125,30,77,2021-04-25,1.49,4,237
14454627,"Modern, bright, 2 bedroom retreat",215038,Raji,,Kensington-Cedar Cottage,49.24868,-123.07503,Entire home/apt,93,90,3,2018-01-02,0.05,1,0
14505465,Central 2 Storey Loft - Spacious 2BR + Parking,5397771,Ludi,,Strathcona,49.27671,-123.09865,Entire home/apt,129,2,111,2020-03-08,2.13,1,0
14524029,Private Entrance Near Downtown and Hospitals,83812330,Brenda,,South Cambie,49.25442,-123.12548,Entire home/apt,120,2,79,2021-06-12,7.16,2,0
14535292,Vancouver for Vegetarians (Entire home),74168621,Vesanto,,Kensington-Cedar Cottage,49.23942,-123.07083,Entire home/apt,125,4,15,2019-07-29,0.42,1,0
14538753,Private 2 Bedrooms - Brand New Home,10680381,Sarah & Patrick,,Kensington-Cedar Cottage,49.25423,-123.08951,Entire home/apt,153,10,199,2021-04-18,199,1,195
14555310,Designers Apartment in cozy neighborhood,2140783,Hande,,Grandview-Woodland,49.27524,-123.07223,Entire home/apt,159,3,150,2019-12-24,2.50,1,74
14567822,"Bright, spacious, convenient location Vancouver.",219431,Damien,,Renfrew-Collingwood,49.23575,-123.0271,Entire home/apt,99,30,0,,,1,310
14569204,Brand new place in the hippest hood,162896,Vanessa,,Mount Pleasant,49.2697,-123.10152,Entire home/apt,115,30,63,2019-04-30,1.08,2,137
14570210,Walk to Commercial Drive Skytrain,8481351,M,,Kensington-Cedar Cottage,49.25758,-123.06673,Entire home/apt,96,2,272,2021-03-28,4.55,1,26
14580511,Vancouver One Bedroom Apartment,46673467,Daniel,,Mount Pleasant,49.25698,-123.08035,Entire home/apt,199,2,184,2021-06-11,3.08,1,188
14607432,East-Vancouver Garden Suite,16809954,Jenn,,Kensington-Cedar Cottage,49.23913,-123.08451,Entire home/apt,70,30,21,2021-08-04,0.39,1,25
14613217,Modern + Unique Loft Living // Central location,8642328,Bridget,,Mount Pleasant,49.26716,-123.09803,Entire home/apt,206,3,61,2021-06-01,1.62,1,300
14674413,Private 1 Bdrm Suite Off Uber Hip Main Street,836376,Stacy,,Riley Park,49.24743,-123.09525,Entire home/apt,85,31,28,2017-04-01,0.53,1,24
14686533,BEST LOCATION-CLOSE TO THE BEACH&DOWNTOWN,24241585,Tia,,Kitsilano,49.26794,-123.14974,Private room,100,30,18,2018-07-26,0.30,1,0
14711719,"Downtown Vancouver Yaletown: seawall, shops, food",89151601,Yashina,,Downtown,49.27618,-123.12744,Entire home/apt,113,30,13,2019-05-01,0.22,3,219
14724594,Trendy Yaletown 1 Bdrm with Parking (M1),23977001,Emma,,Downtown,49.27497,-123.11716,Entire home/apt,145,30,22,2020-09-03,0.46,12,311
14726102,Cozy Heritage Home,973890,Delaney,,Marpole,49.2172,-123.13793,Private room,80,1,32,2017-07-16,0.63,2,258
14730220,Corporate Stays | Capitol Residences | Modern 1BR,38459934,Corporate Stays,,Downtown,49.28091,-123.12069,Entire home/apt,154,30,3,2019-04-14,0.08,35,58
14739485,Downtown Core 2BR/2BA with Balcony & Parking,75426640,Andy,,Downtown,49.28016,-123.11825,Entire home/apt,603,61,40,2018-08-26,0.67,1,310
14752363,Vine & Balsam,6354229,Glenn,,Kitsilano,49.26546,-123.15998,Entire home/apt,399,2,56,2020-03-14,2.05,1,24
14757196,Tropical Vibe 2 (Private Room),39040533,Karen,,Sunset,49.22058,-123.08626,Private room,40,1,247,2021-03-27,5.58,2,65
14775158,Tropical Vibe 1 (Private Room),39040533,Karen,,Sunset,49.22051,-123.0856,Private room,40,1,343,2020-08-15,7.31,2,110
14807169,Studio appartment in Gastown,5343923,Matt,,Downtown Eastside,49.28306,-123.10877,Entire home/apt,55,30,8,2017-08-05,0.13,1,0
14809328,Fully equipped garden suite in fabulous Fraserhood,82378240,Sarah,,Kensington-Cedar Cottage,49.24911,-123.07706,Entire home/apt,120,4,205,2020-08-15,4.11,1,89
14823788,Gorgeous Crosstown Condo: stunning Views!,60846003,Lori,,Downtown,49.27892,-123.1081,Entire home/apt,151,30,34,2019-08-01,0.83,1,35
14831562,Lovely room,92655648,Lucy,,Victoria-Fraserview,49.21255,-123.0574,Private room,79,1,42,2020-01-04,1.10,2,345
14831774,Charming room,92655648,Lucy,,Victoria-Fraserview,49.21121,-123.05598,Private room,89,1,69,2020-01-04,1.78,2,164
14836915,Bright in the heart of Kitsilano- 6 month rental,6321566,Marni,,Kitsilano,49.2614,-123.15827,Entire home/apt,325,1,12,2017-08-13,0.20,1,364
14843816,Ultra Clean Modern Upscale New Condo - Robson St,92898238,Diane,,Downtown,49.28109,-123.11987,Entire home/apt,186,30,6,2017-07-25,0.11,1,90
14844498,Central Living New Clean Upscale 1 BR by Yaletown!,92905651,Banan,,Downtown,49.28226,-123.1192,Entire home/apt,180,30,12,2017-10-16,0.24,1,365
14856847,*Covid cleanPrtcl Sky Train Downtown Commercial Dr,79403774,Aihua,,Kensington-Cedar Cottage,49.2593,-123.05971,Private room,64,1,250,2021-04-01,4.64,3,309
14858936,1 bedroom off Trendy Main St,12909056,Dan,,Mount Pleasant,49.2585,-123.09265,Entire home/apt,80,2,140,2021-01-07,2.66,1,285
14884981,Clean and Simple Room,32389320,Charlene,,Marpole,49.21586,-123.12532,Private room,47,1,214,2020-02-15,4.10,1,0
14887513,"Private, Spacious & Sparkling Clean.  Near transit",71759229,Stephen,,Hastings-Sunrise,49.26612,-123.03956,Entire home/apt,120,4,216,2020-01-02,4.30,1,41
14917517,East Vancouver Home,31926817,James,,Kensington-Cedar Cottage,49.25164,-123.06171,Entire home/apt,102,2,180,2021-03-19,3.65,1,309
14929609,"Kits Beach! Big one bedroom top floor, sleeps 3-4",93854755,Geraldine,,Kitsilano,49.26605,-123.15106,Entire home/apt,100,30,45,2017-11-26,0.86,1,151
14936241,Coach House with Private Patio and Terrace,93951551,Paul,,Kitsilano,49.26219,-123.17864,Entire home/apt,301,1,237,2020-06-15,4.32,1,0
