id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
41892196,Star Libra Suite,144546407,Hanrison,,Downtown,49.27574,-123.11629,Entire home/apt,120,2,0,,,1,0
41912474,Sweet Convenient Cozy Suite,304779606,Janice,,Sunset,49.21388,-123.07828,Entire home/apt,110,2,9,2020-03-03,0.49,1,158
41917797,New! Clean & Central downtown Vancouver view suite,188731233,Will,,Downtown,49.28095,-123.12578,Entire home/apt,75,30,5,2020-03-01,0.31,1,127
41917935,Central Downtown Condo Parking Pool GREAT PRICES,331619448,Charles,,Downtown,49.27944,-123.10799,Entire home/apt,150,1,10,2020-04-03,0.54,1,0
41939547,Executive Yaletown apartment,95217850,Mauricio,,Downtown,49.27495,-123.11551,Entire home/apt,115,30,4,2020-10-31,0.24,23,280
41941767,"Luxury Coal Harbour condo, steps from Stanley Park",8833615,Ashish,,Downtown,49.29314,-123.13295,Private room,98,30,0,,,1,18
41959500,★ Mindfully Classy in the ♥️ of DT ★- 1bdrm/1Ba/AC,332051555,Joe,,Downtown,49.28307,-123.11949,Entire home/apt,170,30,20,2021-05-03,1.63,1,81
41960678,Beautiful Guest Suite w/ View and Full Kitchen,330218131,Emanonka,,Hastings-Sunrise,49.28051,-123.05269,Entire home/apt,108,1,9,2020-03-08,0.50,1,39
41985578,Amazing Modern & Quiet! Best location DT w/Parking,329514681,Rafaela,,Downtown,49.27891,-123.10844,Entire home/apt,400,4,29,2020-07-10,1.90,1,50
41987746,Westside  NEW  2 bedrooms+ private bathroom,103720379,Renay,,Marpole,49.21686,-123.14016,Private room,128,3,0,,,3,3
41990487,Spacious Mid-Century Modern Apartment near City,332545110,Samantha,,Mount Pleasant,49.2591,-123.10176,Entire home/apt,200,1,1,2020-03-26,0.06,1,0
41998709,SPACE10,332640632,Rich,,West Point Grey,49.26334,-123.19658,Entire home/apt,169,2,46,2021-03-07,2.56,1,164
42004464,New 2 bedroom basement suite with 2 full bathrooms,360059206,Tan,,Renfrew-Collingwood,49.24854,-123.0455,Entire home/apt,216,3,35,2020-03-13,1.98,1,232
42019624,"Transit Hub, Vibrant Area, Bright Room, Top floor",11067913,Andy,,Grandview-Woodland,49.26328,-123.07281,Private room,29,30,1,2021-05-04,0.31,6,188
42019705,Downtown Living,77605261,Sushma,,Downtown,49.28462,-123.11235,Entire home/apt,129,90,3,2020-04-22,0.26,1,280
42025390,Strathcona Heritage Coach House,312098102,Marc,,Downtown Eastside,49.27789,-123.091,Entire home/apt,180,30,3,2020-07-31,1.50,1,140
42039604,Modern Character House in Point Grey Village UBC,167383575,Carlie,,West Point Grey,49.26557,-123.20851,Entire home/apt,495,30,0,,,1,191
42044088,Coal Harbour Home w/ Panoramic and Bright View,333193108,Y.K.,,Downtown,49.28763,-123.12287,Entire home/apt,347,3,38,2020-03-01,2.31,1,8
42052666,AmazingDesigner 2 bdsApt Free AC| Parking|Wifi|,333320881,Yvonne,,Downtown,49.28033,-123.10778,Entire home/apt,224,2,56,2021-08-05,4.65,1,205
42069280,"WaterView, 2Bdrm, 2Bath,Pool, Hot Tub,Steam",29412479,Suzanne,,Downtown,49.27274,-123.12007,Entire home/apt,216,30,1,2021-07-26,1,8,330
42075288,"Bright Room, Queen Sized Bed and Private Bathroom",22529755,JoAnna,,Kitsilano,49.26587,-123.14718,Private room,65,2,4,2020-03-04,0.22,1,0
42075743,"Bright, Cozy Room In New Townhouse",103720379,Renay,,Marpole,49.21675,-123.13954,Private room,58,2,1,2020-03-31,0.06,3,65
42076012,Downtown Luxury 2 bedrooms unit with ocean view,272222903,Kitty,,Downtown,49.27414,-123.13199,Entire home/apt,350,365,0,,,5,341
42080009,Stay in a Gorgeous Luxury Home in Vancouver NEW!,333682983,Jean,,Oakridge,49.22996,-123.12744,Entire home/apt,443,4,28,2020-12-08,1.57,1,218
42097672,Stylish 2 Bed Oasis in the City w/ Stunning Views!,6882587,Sean,,Downtown,49.27863,-123.10819,Entire home/apt,430,2,23,2020-09-30,1.33,1,272
42102408,Amazing City & Water Views Sleeps up to 6•Parking,119836157,Lisa,,Downtown,49.27885,-123.10729,Entire home/apt,340,2,56,2020-07-19,4.31,1,21
42111604,Private Newly-Built Carriage Home,334014469,Mikaela,,Kensington-Cedar Cottage,49.24159,-123.07943,Entire home/apt,250,3,9,2020-12-31,0.76,1,243
42123717,Penthouse:  1 bed with private roof top & hot tub.,34120936,Liam,,Mount Pleasant,49.2668,-123.09489,Entire home/apt,157,30,4,2021-07-07,0.26,1,296
42125600,Luxury North Room in West Point Grey,7988660,Lee,,West Point Grey,49.26025,-123.20196,Private room,252,14,1,2020-03-29,0.06,2,83
42135235,D71 - Brand New 1 Bedroom in the Heart of Downtown,30899,Rami,,Downtown,49.27751,-123.1281,Entire home/apt,90,30,3,2020-06-19,0.18,41,165
42136507,"Luxurious, New Condo In The Iconic Vancouver House",28375169,Dc,,Downtown,49.27408,-123.13198,Entire home/apt,157,30,9,2021-04-30,0.54,2,0
42137297,"BRAND NEW Luxury, modern Vancouver home.",237941083,Jordan,,Dunbar Southlands,49.25241,-123.18107,Entire home/apt,1200,5,0,,,3,13
42145942,Apt in Heart of Kits - 10min walk to Kits Beach!,334424417,Kevin,,Kitsilano,49.26394,-123.15399,Entire home/apt,232,1,12,2020-02-27,7.35,1,0
42154711,Spacious King Executive with Ensuite,3282811,Randy & Pam,,Shaughnessy,49.23936,-123.13812,Private room,413,1,0,,,1,0
42161005,"Luxury 2 bdrm condo in the sky, views views views",32600170,Ben,,Downtown,49.27995,-123.10765,Entire home/apt,357,3,8,2020-08-26,0.46,1,99
42162616,💙DESIGNER MODERN LOFT  1BED/1BATH/1PARK +PARKING,334601461,Malcolm,,Downtown,49.28029,-123.10752,Entire home/apt,235,7,38,2020-12-03,2.12,1,96
42179843,Private room with lock,63527562,Yin Mei,,Marpole,49.20809,-123.13355,Entire home/apt,200,1,0,,,2,172
42181465,Cozy 2Bdrm w/ Parking | Near Queen Elizabeth Park,198092599,Bryan,,Riley Park,49.237335,-123.096718,Entire home/apt,172,3,38,2020-12-22,38,1,2
42183453,Immaculate room with private entrance and bath,8241373,Emily,,Sunset,49.22769,-123.09166,Private room,80,2,27,2021-08-03,2.73,2,222
42202219,Charming Bright Suite w/ Private Entrance,72129028,Jason,,Sunset,49.22331,-123.10524,Entire home/apt,115,3,4,2020-07-05,0.40,3,114
42227171,1.Vancouver West End near the beach near UBC 。,326244385,Leon,,Dunbar Southlands,49.25536,-123.18389,Private room,65,2,32,2021-07-11,1.80,6,64
42230156,温馨浪漫套房,115740184,Lisa,,Sunset,49.2137,-123.07837,Entire home/apt,99,2,4,2021-08-01,0.39,1,240
42232725,"8.Vancouver, Youth House, Step away to UBC。",326244385,Leon,,Dunbar Southlands,49.2561,-123.18894,Private room,65,2,14,2021-05-10,0.82,6,57
42233503,World’s Most Anticipated Building -Vancouver House,28375169,Dc,,Downtown,49.27609,-123.13003,Entire home/apt,132,30,8,2020-11-10,0.47,2,66
42233521,3.Vancouver West End near the beach near UBC 。,326244385,Leon,,Dunbar Southlands,49.25609,-123.18397,Private room,55,2,30,2020-11-01,1.69,6,37
42233689,6.Vancouver West End near the beach near UBC,326244385,Leon,,Dunbar Southlands,49.25466,-123.18616,Private room,52,2,34,2020-11-17,1.89,6,63
42257702,Luxury South Room in West Point Grey,7988660,Lee,,West Point Grey,49.25952,-123.20132,Private room,252,14,1,2020-02-23,0.06,2,0
42258924,Vancouver Character House,335753564,Chanan,,Sunset,49.22807,-123.08817,Entire home/apt,282,3,2,2020-02-24,0.11,1,0
42271343,STUDIO SUITE IN BEAUTIFUL CENTRAL LOCATION,109545563,Peter,,Riley Park,49.25349,-123.10867,Entire home/apt,99,3,12,2021-05-31,0.69,1,38
42272820,"Private, spacious 2 bed suite with yard/storage.",2596312,Margot,,West Point Grey,49.26134,-123.20982,Entire home/apt,84,30,0,,,1,0
42295407,✺ New renovated Private 2br huge living room suite,62528305,Edison,,Riley Park,49.24554,-123.09304,Entire home/apt,120,1,90,2021-07-24,5.18,1,1
42296784,West Coast Luxury Living,1635735,Dusan,,Hastings-Sunrise,49.27804,-123.02883,Entire home/apt,255,3,17,2021-01-22,1.67,1,279
42297578,Cozy Beautiful House Near Downtown Vancouver,336188501,Leila,,Shaughnessy,49.25681,-123.13458,Entire home/apt,492,1,0,,,1,32
42300971,"Unbeatable Panoramic Views (downtown,free parking)",336225596,Robby,,Downtown,49.27999,-123.10845,Entire home/apt,461,4,16,2020-09-27,1.32,1,70
42301447,Queen Bed Shared Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27171,-123.03663,Private room,116,1,4,2020-04-06,0.24,4,0
42301735,Queen Bed w Shared Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27141,-123.03651,Private room,138,1,0,,,4,0
42301804,Queen Bed w Shared Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27028,-123.03691,Private room,138,1,0,,,4,0
42301937,Queen Bed w Private Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27173,-123.03487,Private room,162,1,1,2020-04-08,0.06,4,0
42338884,Cozy Private Room- Vancouver downtown,329753144,Alex,,Downtown,49.28088,-123.10958,Private room,98,3,16,2020-03-09,1.03,1,28
42360114,Thrive on the Drive!,164329859,Samia,,Grandview-Woodland,49.26821,-123.07153,Entire home/apt,125,2,0,,,3,0
42364438,Brand new Vancouver home in convenient location,8241373,Emily,,Sunset,49.22891,-123.09157,Entire home/apt,600,4,2,2021-04-10,0.17,2,347
42366089,"Brand NewHome,10mins walk skyTrain,12m to DownTown",246724072,Ada,,South Cambie,49.24094,-123.1188,Entire home/apt,109,1,2,2020-06-30,0.11,1,0
42386106,Cozy One Bedroom Minutes from Downtown,7042224,Yossi,,South Cambie,49.25468,-123.11859,Entire home/apt,135,2,11,2021-06-07,0.92,3,229
42391180,Luxury Prime City Centre Location off Robson Strip,55948760,Alex,,Downtown,49.28175,-123.12439,Entire home/apt,145,3,21,2021-03-07,1.27,12,205
42403817,Downtown Brand New Luxury Studio near Seawall,264006307,Alex,,Downtown,49.27554,-123.13001,Entire home/apt,200,7,4,2021-07-24,0.24,1,7
42406641,Clean & Bright Across from Sunrise Park,2479421,Lynn,,Hastings-Sunrise,49.26599,-123.0341,Private room,95,2,0,,,1,3
42409416,Spectacular 1 bdrm condo with spacious deck & view,29412479,Suzanne,,Downtown,49.27417,-123.13031,Entire home/apt,133,30,0,,,8,273
42413884,East Van Garden Home,19629820,Fran And Tim,,Hastings-Sunrise,49.27696,-123.05023,Entire home/apt,88,1,18,2021-08-03,1.04,1,96
42421041,2.Vancouver West End near the beach near UBC 。,326244385,Leon,,Dunbar Southlands,49.25527,-123.18372,Private room,65,2,10,2020-02-23,0.60,6,67
42432098,"3 mins walk to Skytrain/Bus,Beautiful Townhouse",40379497,Nirshid,,Renfrew-Collingwood,49.24278,-123.05167,Entire home/apt,200,30,0,,,1,351
42439466,Woodland Homestay Room #3,191577153,John,,Kensington-Cedar Cottage,49.26127,-123.07551,Private room,30,30,3,2020-09-21,0.19,4,0
42451251,Prime Main Street Neighborhood in Vancouver,240034833,Kathryn,,Mount Pleasant,49.26373,-123.09265,Entire home/apt,213,2,27,2021-08-04,2.00,1,184
42455784,Luxury&Modern  Loft in heart Downtown,338012755,Jing,,Downtown,49.27922,-123.12147,Entire home/apt,211,2,28,2021-05-01,6.77,1,2
42456517,Warm & cozy 4 BD house in Kitsilano!,331844258,Uwe,,Kitsilano,49.26958,-123.18188,Entire home/apt,270,5,0,,,1,0
42457349,Heritage home in  Trendy Vancouver Neighborhood,338029385,Shira,,Mount Pleasant,49.2609,-123.09231,Entire home/apt,414,3,6,2021-07-26,0.75,1,157
42458406,Woodland Homestay Room #4,191577153,John,,Kensington-Cedar Cottage,49.2593,-123.07432,Private room,30,30,3,2021-05-16,0.18,4,44
42458461,Woodland Homestay Room #1,191577153,John,,Kensington-Cedar Cottage,49.2615,-123.07347,Private room,29,30,3,2021-04-01,0.18,4,46
42519353,Hidden Oasis,15694942,Kelsey,,Mount Pleasant,49.25684,-123.11211,Entire home/apt,76,30,1,2020-06-30,0.07,1,126
42520170,Modern 1 Bedroom - Minutes to DT & restaurants,338686398,Thanh,,Mount Pleasant,49.26971,-123.10252,Entire home/apt,299,2,0,,,1,176
42520472,Private room + private washroom. Downtown luxury,310001639,Salvio,,West End,49.28139,-123.12804,Private room,100,1,2,2020-02-29,0.11,4,170
42531816,Corporate Stays | Capitol Residences | Bright 1BR,38459934,Corporate Stays,,Downtown,49.27988,-123.12065,Entire home/apt,154,32,2,2020-10-16,0.60,35,0
42532134,Corporate Stays | Capitol Residences | Modern 1BR,38459934,Corporate Stays,,Downtown,49.28014,-123.11868,Entire home/apt,154,30,1,2020-06-30,0.07,35,5
42538952,Cozy 1BR 1BA in Kerrisdale,2277072,Mark,,Dunbar Southlands,49.23806,-123.17914,Entire home/apt,45,30,0,,,1,233
42539984,Breathtaking Views In the Heart of Downtown!,338834289,Simon,,Downtown,49.27996,-123.12328,Entire home/apt,199,3,1,2020-03-15,0.06,1,0
42540761,1 Bedroom Rooftop Hideaway 15 walk to Downtown,9061412,Nicole,,Strathcona,49.2683,-123.0977,Entire home/apt,160,2,0,,,1,123
42546201,20% OFF! Condo w/ large patio + 2 rooftops!,6983939,Jocelyne,,Mount Pleasant,49.26523,-123.10084,Entire home/apt,236,2,11,2020-08-02,0.80,1,301
42546326,1BD lovely suite in downtown Vancouver!,338919730,Jovito,,Downtown,49.27997,-123.11905,Entire home/apt,120,30,1,2020-04-05,0.06,1,0
42565481,Central Downtown Studio Condo,3092935,Brad,,West End,49.28204,-123.12608,Entire home/apt,99,30,6,2020-04-12,0.58,11,235
42591398,★Chic Spacious Central★Entire Apartment @Yaletown★,103043102,Fumi,,Downtown,49.27838,-123.11456,Entire home/apt,110,30,0,,,1,0
42591801,Mountain & Water Views - Modern Condo in Downtown!,339283773,Meng,,Downtown Eastside,49.28203,-123.08493,Entire home/apt,160,2,9,2020-03-07,0.52,1,18
42605337,DT Brand New Luxury One Bedroom Free Parking,162438356,Angela,,Downtown,49.27405,-123.13222,Entire home/apt,230,7,43,2021-02-05,2.62,1,0
42626894,Stunning downtown location!  Private Room**,310001639,Salvio,,West End,49.28442,-123.12949,Private room,100,1,0,,,4,172
42635313,Vancouver Sunset House,60152405,Dc,,Sunset,49.22267,-123.08954,Entire home/apt,241,30,1,2020-12-30,0.14,6,312
42664284,💎Central cozy and bright in a great area + PARKING,339762471,David,,Downtown,49.28836,-123.12415,Entire home/apt,240,7,58,2021-05-08,5.90,1,89
42671966,My house your house,37753475,Cesar,,Renfrew-Collingwood,49.23585,-123.03619,Private room,40,3,1,2020-03-05,0.06,2,0
42690400,NEWLY RENOVATED IN DOWNTOWN 27% DISCOUNTED,340070321,Priya,,Downtown,49.27878,-123.12366,Entire home/apt,59,30,1,2020-03-16,0.06,1,5
42695990,Trendy Loft on Prime Location Downtown Vancouver,5986890,Sasha,,Downtown,49.27827,-123.12172,Entire home/apt,210,2,71,2021-01-07,4.10,1,48
42696012,Downtown 7min drive Clean Room,127453218,Yan,,Hastings-Sunrise,49.28985,-123.04998,Private room,59,1,32,2020-03-08,3.17,3,81
42696228,Amazing HarbourView Vancouver Downtown by SkyTrain,55948760,Alex,,Downtown,49.27885,-123.10729,Entire home/apt,136,2,37,2021-01-16,2.83,12,196
42715387,Home,37753475,Cesar,,Renfrew-Collingwood,49.23734,-123.03752,Private room,35,2,1,2020-07-20,0.08,2,0
42719452,Willow Suite,340275725,Beata,,South Cambie,49.25141,-123.12737,Entire home/apt,169,30,0,,,3,311
42720667,Maple Suite,340275725,Beata,,Shaughnessy,49.25285,-123.12915,Entire home/apt,169,30,0,,,3,311
42720991,Cedar Suite,340275725,Beata,,Shaughnessy,49.25291,-123.12936,Entire home/apt,169,30,0,,,3,280
42722764,Cozy&Quiet 2 Bedrooms Suite near PNE,340295979,Rongda,,Hastings-Sunrise,49.26965,-123.0346,Entire home/apt,248,3,3,2020-04-19,0.18,1,90
42738536,Luxury brand-new 4 bedrooms with 3 full bathrooms,332778015,Linda,,Renfrew-Collingwood,49.24876,-123.04477,Entire home/apt,483,5,18,2021-05-23,18,1,247
42741297,D33 - 2 Bedroom + Large Den Downtown Sub-Penthouse,30899,Rami,,West End,49.28748,-123.12593,Entire home/apt,165,30,2,2021-05-17,0.20,41,0
42742038,Bright and Sunny 1 Bedroom with Parking (K1),23977001,Emma,,Fairview,49.26338,-123.12269,Entire home/apt,140,12,0,,,12,173
42745415,Modern Cottage Life ( Beach life),24014366,Rochelle,,Kitsilano,49.26723,-123.18257,Entire home/apt,170,2,13,2020-10-06,0.82,1,135
42745752,Deluxe Vancouver House at the Park - Walkscore-88,6315426,Bernd,,Riley Park,49.24502,-123.10503,Entire home/apt,499,3,0,,,1,55
42746979,Cozy and Spacious Suite in Vancouver,228170865,Kira,,Riley Park,49.24752,-123.09328,Entire home/apt,175,2,0,,,1,163
42748176,☀️Tranquil Retreat w/VIEW - A/C - 1bed/1bath/1park☀️,334375398,Chris,,Downtown,49.27567,-123.12886,Entire home/apt,349,4,9,2021-07-18,0.52,1,19
42758270,"At Evan's, on the ""Drive"", Pets negotiable!",31065,Mj,,Grandview-Woodland,49.26559,-123.06758,Entire home/apt,193,30,3,2021-04-30,0.29,4,129
42761406,5.Vancouver West End near the beach near UBC,326244385,Leon,,Dunbar Southlands,49.25663,-123.18622,Private room,65,2,24,2021-07-17,1.39,6,60
42774634,"5 min to skytrain, private room in amazing 🏡 house",45662126,Enjoy,,South Cambie,49.25372,-123.11815,Private room,57,30,2,2021-07-07,0.37,3,44
42778616,Downtown water & park view,48184987,Jina,,Downtown,49.27158,-123.12595,Entire home/apt,285,30,0,,,1,365
42790908,Modern Mount Pleasant Townhouse,31857,Kathryn,,Mount Pleasant,49.26625,-123.09785,Entire home/apt,211,5,26,2021-03-25,2.48,1,0
42812975,LEVEL | Two Bedroom Suite | Yaletown Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.27897,-123.12185,Entire home/apt,400,30,0,,,22,364
42813067,LEVEL | Two Bedroom Suite | Central in Downtown,2502595,LEVEL Furnished Living,,Downtown,49.27807,-123.12233,Entire home/apt,632,1,0,,,22,131
42831814,"1 Bedroom condo, Vancouver BC- Clean, great view",197192537,Sunny,,Downtown,49.28035,-123.12539,Entire home/apt,175,3,0,,,1,0
42833057,Spacious 2 Bd Home in Beautiful Neighborhood,719405,Sean,,Mount Pleasant,49.2586,-123.08308,Entire home/apt,100,30,0,,,1,0
42840585,Downtown Living at its finest,338853766,Alexander,,West End,49.28641,-123.12604,Entire home/apt,500,1,1,2021-08-06,1,1,328
42842762,GuestSuite 2 Bedrooms Basement Westside Vancouver,98821337,Geo,,Arbutus Ridge,49.24492,-123.16816,Entire home/apt,76,30,3,2020-07-31,0.47,1,232
42843544,Luxury 5BR House / Up to 10 guests / Close to YVR,210999504,Fred,,Victoria-Fraserview,49.21144,-123.06261,Entire home/apt,399,3,59,2021-02-19,3.82,1,100
42845399,Great centrally-located downtown apartment!!,328540566,John,,Downtown,49.28479,-123.11426,Entire home/apt,199,1,0,,,1,78
42865985,East Van Gem -  1 Bed + Sofa Bed +Free Parking,56517152,Sarah,,Grandview-Woodland,49.28602,-123.05857,Entire home/apt,105,30,3,2021-06-29,0.21,1,240
42874096,Cozy Garden Suite • Three Blocks From the Beach •,165013869,Miyah,,Kitsilano,49.26789,-123.15407,Entire home/apt,150,2,9,2020-10-03,0.56,1,0
42876546,Amazing ocean & city view 2 BDRM +Netflix& wifi,287963721,Victoria,,West End,49.28405,-123.13174,Entire home/apt,149,1,0,,,2,0
42879356,Furnished Downtown Studio - In the heart of it all,66933536,Christa,,West End,49.28804,-123.12926,Entire home/apt,110,30,0,,,1,157
42881319,Amazing 2 bedroom place downtown Vancouver,210620622,Diego,,Downtown,49.28107,-123.11649,Private room,199,1,3,2020-03-19,0.18,1,0
42896340,Charming East Van 2BR suite in excellent location!,4558246,Damon,,Hastings-Sunrise,49.27915,-123.02589,Entire home/apt,161,2,7,2021-03-30,0.88,1,9
42903930,Clean & Safe 2 Bdrm Suite in Quiet Area.,89620360,Kenny,,Renfrew-Collingwood,49.25238,-123.0259,Entire home/apt,131,1,40,2021-05-22,3.01,1,29
42907062,Penthouse condo with a fantastic view to the ocean,36717870,Sina,,Downtown Eastside,49.28101,-123.10539,Entire home/apt,80,30,1,2021-01-18,0.15,1,105
42907400,Central Downtown Airbnb (Skytrain & Roger Arena),13872643,Davis,,Downtown,49.27897,-123.10972,Entire home/apt,142,2,34,2021-05-01,2.26,1,23
42937221,LEVEL | Studio | Modern Suite Downtown Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.2775,-123.12122,Entire home/apt,239,30,0,,,22,341
42937446,LEVEL | Cozy One Bedroom Suite | Yaletown,2502595,LEVEL Furnished Living,,Downtown,49.27322,-123.12778,Entire home/apt,230,30,0,,,22,341
42937545,❤️Best Location❤️Coal Harbour Unique Suite+ Parking,225163010,Vivi,,Downtown,49.28595,-123.12252,Entire home/apt,398,4,8,2020-04-12,0.59,2,337
42956551,Cozy 1BR in Downtown / Great location!,235829390,Sweta,,West End,49.2793,-123.13103,Entire home/apt,220,1,3,2021-07-29,0.24,1,107
42976467,Kits360,156698374,Marco,,West Point Grey,49.26609,-123.21416,Entire home/apt,99,30,0,,,2,220
42988288,Modern immaculate 1bd suite in Vancouver,14506477,Nicholas,,Riley Park,49.23471,-123.10044,Entire home/apt,125,2,15,2021-06-26,0.95,1,221
42988817,5 - Star New Vancouver Home,335175140,Ken,,Killarney,49.22294,-123.04454,Entire home/apt,100,30,0,,,2,321
43003568,"Yaletown Ocean View Corner Suite, 2 Bed and 2 Bath",20626260,Erica,,Downtown,49.27659,-123.12771,Entire home/apt,130,30,0,,,2,242
43004109,Stunning 2-bed Yaletown apartment with water views,99502906,Bill,,Downtown,49.27338,-123.12292,Entire home/apt,216,2,15,2021-07-20,2.78,1,46
43035271,Sunset Garden Suite,60152405,Dc,,Sunset,49.22288,-123.09003,Entire home/apt,104,30,3,2020-08-31,0.25,6,312
43037634,Amazing new condo in downtown Vancouver!,5454398,Cindy,,Downtown,49.27582,-123.13218,Entire home/apt,150,30,1,2020-08-31,0.09,1,34
43038332,"Character Neighbourhood, mins to DT, Free Parking",48377993,Ryan,,Kensington-Cedar Cottage,49.24866,-123.08076,Entire home/apt,153,2,29,2021-02-11,29,1,223
43044963,2 bdrm 3 bed basement suite w/private entrance,49217710,Kate,,Mount Pleasant,49.26072,-123.08482,Entire home/apt,132,2,4,2021-07-27,0.42,1,299
43048285,"The Jenish House: bright suite, large garden!",65268234,Sherry,,Riley Park,49.25081,-123.10436,Entire home/apt,246,2,12,2021-08-06,2.75,3,19
43053435,Haven for weathering the storm.,65268234,Sherry,,Riley Park,49.24961,-123.10529,Entire home/apt,175,1,2,2020-06-01,0.12,3,69
43070359,Central Downtown with Ocean View Spacious 1200sqft,263103645,Tamara And Kohei,,Downtown,49.2801,-123.12652,Entire home/apt,541,4,9,2021-07-12,0.64,3,332
43071813,Modern living in Coal Harbour-2,129345091,Ehsan,,Downtown,49.28745,-123.12368,Entire home/apt,240,2,8,2021-08-04,0.65,2,40
43072274,Center of Downtown with Ocean Views 1200sqft 6day,263103645,Tamara And Kohei,,Downtown,49.2801,-123.12652,Entire home/apt,512,6,9,2021-07-05,0.60,3,332
43079220,Architect’s Loft,27739566,Siavash,,Downtown Eastside,49.28141,-123.10261,Entire home/apt,213,3,48,2021-01-15,3.26,3,42
43079683,Vintage Point Grey Family Home - Mins to UBC!,79379,Pushpa,,West Point Grey,49.26078,-123.21433,Entire home/apt,1019,30,2,2020-09-06,0.17,2,365
43081491,Amazing Condo with Parking in Downtown Vancouver,110061074,Wesam,,Downtown Eastside,49.27996,-123.11001,Entire home/apt,209,3,2,2021-08-05,1.58,1,213
43095027,Vancouver Garden Suite,2609270,Beth,,Grandview-Woodland,49.27253,-123.06216,Entire home/apt,74,30,3,2021-08-02,1.13,1,0
43103070,🌱Delightful 1 BDRM + Den Close to YVR/DT Skytrain,278388165,Maggie,,Marpole,49.20921,-123.11736,Entire home/apt,95,30,1,2020-07-12,0.08,1,141
43134455,"super clean, modern gastown studio",49461922,Neda,,Downtown Eastside,49.28221,-123.10328,Entire home/apt,70,30,1,2020-11-08,0.11,2,117
43134729,"Your own house in Kitsilano, close to city, beach",6122887,David,,Kitsilano,49.25979,-123.18377,Entire home/apt,100,30,2,2021-02-14,0.28,3,218
43139667,Cr2 Vancouver Special 1,315908354,Crispin,,Renfrew-Collingwood,49.23612,-123.03943,Private room,55,2,4,2020-12-27,0.34,3,58
43140749,Cr2 Vancouver Special 4,315908354,Crispin,,Renfrew-Collingwood,49.23543,-123.03758,Private room,45,1,7,2020-12-31,0.44,3,316
43140751,Cr2 Vancouver Special 2,315908354,Crispin,,Renfrew-Collingwood,49.23708,-123.03773,Private room,40,2,12,2020-12-31,1.01,3,327
43148884,modern fully furnished one bedroom apartment,49461922,Neda,,Downtown Eastside,49.28239,-123.10311,Entire home/apt,80,30,2,2021-04-01,0.24,2,272
43154450,Fully Furnished Studio,343560999,Julio,,Downtown Eastside,49.2829,-123.10283,Entire home/apt,100,30,1,2020-05-31,0.07,1,1
43164095,Chic apartment at prime downtown location,47431711,Tulika,,Downtown,49.28099,-123.12558,Entire home/apt,72,30,0,,,1,61
43188521,Private Double Room with Shared Washroom,26917629,Vancouver,,Downtown,49.278938,-123.123222,Private room,157,1,21,2021-08-05,16.58,4,361
43188958,Downtown Beach District Cocoon,165830912,Louise,,Downtown,49.2737,-123.12857,Entire home/apt,98,30,4,2021-02-19,0.27,1,133
43203119,Evening,343989314,Serafina,,Downtown,49.27787,-123.11589,Entire home/apt,100,1,0,,,1,0
43205828,Bed in 4 Bed Hostel Dorm,26917629,Vancouver,,Downtown,49.27856,-123.12421,Shared room,49,1,62,2021-08-06,62,4,365
43207162,Spacious 3BR Main Floor (pets allowed),195829425,Man,,Hastings-Sunrise,49.26828,-123.05226,Entire home/apt,129,30,2,2020-09-19,0.24,2,94
43214742,1BD Loft in the centre of downtown Vancouver!,217086378,Renata,,Downtown,49.27793,-123.12065,Entire home/apt,242,2,54,2020-10-17,5.03,1,44
43215530,STUDI0 in Prestigious Yaletown Downtown Vancouver.,80571916,Alya,,Downtown,49.27495,-123.11642,Entire home/apt,99,31,0,,,3,311
43217010,Spacious 2-bedroom street level apartment,287911516,Henry,,Arbutus Ridge,49.24252,-123.15084,Entire home/apt,120,30,0,,,1,219
43231224,"Skytrain Transit Hub, Budget Friendly, Top Floor",11067913,Andy,,Kensington-Cedar Cottage,49.26122,-123.07269,Private room,23,30,3,2021-01-01,0.22,6,10
43232530,Room in a Fully Renovated House,5041866,Daniel,,Oakridge,49.22467,-123.12011,Private room,32,30,2,2020-11-01,0.17,3,0
43239093,1 Bedroom Downtown Condo - Super Convenient,315123918,David,,Downtown,49.27854,-123.10631,Entire home/apt,188,5,6,2020-09-12,0.43,5,0
43239761,Clean Sanitized 2 bed 2.5bath Townhouse+Parking⭐,336945096,Stella,,Downtown,49.28645,-123.12277,Entire home/apt,511,1,55,2021-07-31,55,1,310
43269455,"Stunning downtown penthouse, prime location!",344520978,Mary,,Downtown,49.27844,-123.12861,Entire home/apt,158,30,0,,,1,59
43278404,Cute Yaletown condo. Location location location!!!,72217313,Aleya,,Downtown,49.27414,-123.12675,Entire home/apt,165,90,3,2020-07-31,0.89,1,352
43285457,"5 min to skytrain, private room in amazing house",45662126,Enjoy,,South Cambie,49.25364,-123.1179,Private room,63,30,6,2021-08-01,0.48,3,153
